acm_first(value)	dblp_first(value)
"#*Computing complete answers to queries in the presence of limited access patterns #@Chen Li #t2003 #cThe VLDB Journal — The International Journal on Very Large Data Bases #index5390958a20f70186a0def8e5 #%539087a520f70186a0d47f4f #%539087b320f70186a0d4eef7 #%539087b320f70186a0d505e2 #%539087be20f70186a0d52e9c #%539087c320f70186a0d54c89 #%539087cf20f70186a0d5d1be #%539087cf20f70186a0d5d1bf #%539087e720f70186a0d69698 #%539087e720f70186a0d69691 #%5390878320f70186a0d327d6 #%5390878320f70186a0d327db #%539087ef20f70186a0d6d859 #%539087f320f70186a0d6f874 #%539087f320f70186a0d6f880 #%539087f320f70186a0d6f875 #%539087f320f70186a0d705cd #%539087f320f70186a0d705cc #%539087f820f70186a0d72ce5 #%539087f920f70186a0d7346f #%539087fe20f70186a0d73e9e #%5390881220f70186a0d7e2a3 #%5390878720f70186a0d359c8 #%5390878a20f70186a0d37316 #%5390881720f70186a0d803d4 #%5390878e20f70186a0d39e4e #%53908a5720f70186a0da08e6 #%53908a5720f70186a0da0986 #%53908a7420f70186a0da447a #%53908a9620f70186a0da4854 #%53908a9620f70186a0da4da0 #%53908a9620f70186a0da4e29 #%53908a9620f70186a0da4ee2 #%53908adf20f70186a0dac2ad #%53908b9320f70186a0dc1d73 #%53908bfb20f70186a0dc9e82 #%5390940220f70186a0de8e17 #!Abstract.In data applications such as information integration, there can be limited access patterns to relations, i.e., binding patterns require values to be specified for certain attributes in order to retrieve data from a relation. As a consequence, we cannot retrieve all tuples from these relations. In this article we study the problem of computing the complete answer to a query, i.e., the answer that could be computed if all the tuples could be retrieved. A query is stable if for any instance of the relations in the query, its complete answer can be computed using the access patterns permitted by the relations. We study the problem of testing stability of various classes of queries, including conjunctive queries, unions of conjunctive queries, and conjunctive queries with arithmetic comparisons. We give algorithms and complexity results for these classes of queries. We show that stability of datalog programs is undecidable, and give a sufficient condition for stability of datalog queries. Finally, we study data-dependent computability of the complete answer to a nonstable query, and propose a decision tree for guiding the process to compute the complete answer."	#*Computing complete answers to queries in the presence of limited access patterns. #@Chen Li #t2003 #cVLDB J. #index53e9a509b7602d9702e2d52c #%53e9a154b7602d9702a46eec #%53e9a18db7602d9702a7f506 #%53e99bf7b7602d97024a280c #%53e9adc2b7602d97037c6761 #%53e9ac19b7602d97035dcefb #%53e9ab1ab7602d97034a1fae #%53e99ef4b7602d97027bdcea #%53e9a440b7602d9702d604f1 #%53e9a026b7602d9702907cb9 #%53e9be51b7602d9704b1205f #%53e9b1ddb7602d9703c712b5 #%53e9ab6fb7602d9703511e8f #%53e9bc7fb7602d97048fca0c #%53e9b137b7602d9703bbbbdd #%53e9aa7ab7602d97033f23e2 #%53e9b326b7602d9703df7c74 #%53e999cab7602d970220f707 #%53e9b9dab7602d97045d3160 #%53e9b38fb7602d9703e73791 #%53e9a751b7602d9703089b26 #%53e9b3ceb7602d9703ebb6ef #%53e9a7c8b7602d9703109317
"#*Aurora: a new model and architecture for data stream management #@Daniel J. Abadi, Don Carney, Ugur Çetintemel, Mitch Cherniack, Christian Convey, Sangdon Lee, Michael Stonebraker, Nesime Tatbul, Stan Zdonik #t2003 #cThe VLDB Journal — The International Journal on Very Large Data Bases #index5390958a20f70186a0def8e0 #%53909eef20f70186a0e36950 #%539087cb20f70186a0d5ae3f #%5390b68720f70186a0f1bca1 #%539087dd20f70186a0d644a8 #%539087e120f70186a0d673ed #%539087f320f70186a0d6f874 #%539087f320f70186a0d70fde #%5390880220f70186a0d75f04 #%5390880220f70186a0d75f10 #%5390881220f70186a0d7e2e3 #%5390882d20f70186a0d8daa6 #%5390882d20f70186a0d8daa5 #%539089ab20f70186a0d96f60 #%539089d220f70186a0d9a8b1 #%539089d220f70186a0d9a927 #%539089d220f70186a0d9a9ae #%53908a5720f70186a0da0855 #%53908a9620f70186a0da47ce #%53908a9620f70186a0da4928 #%53908a9620f70186a0da49a6 #%53908bfb20f70186a0dc9e06 #%53908d6520f70186a0dd1a0a #%53908dff20f70186a0dd3eff #!Abstract.This paper describes the basic processing model and architecture of Aurora, a new system to manage data streams for monitoring applications. Monitoring applications differ substantially from conventional business data processing. The fact that a software system must process and react to continual inputs from many sources (e.g., sensors) rather than from human operators requires one to rethink the fundamental architecture of a DBMS for this application area. In this paper, we present Aurora, a new DBMS currently under construction at Brandeis University, Brown University, and M.I.T. We first provide an overview of the basic Aurora model and architecture and then describe in detail a stream-oriented set of operators."	#*Aurora: a new model and architecture for data stream management. #@Daniel J. Abadi, Donald Carney, Ugur Çetintemel, Mitch Cherniack, Christian Convey, Sangdon Lee, Michael Stonebraker, Nesime Tatbul, Stanley B. Zdonik #t2003 #cVLDB J. #index53e9a91ab7602d970326b94e #%53e9a8dbb7602d9703229292 #%53e997f1b7602d9701feeb54 #%53e9a7f1b7602d9703132dca #%53e9aa57b7602d97033c7c24 #%53e9ac7bb7602d97036524b7 #%53e9af94b7602d97039de5ba #%53e9a8f2b7602d9703242b11 #%53e9b8bab7602d97044955d6 #%53e9a07ab7602d9702964f0c #%53e9a351b7602d9702c5e241 #%53e9bb43b7602d970477f997 #%53e9af0db7602d9703945bae #%53e99f2db7602d97027f8653 #%53e9ab89b7602d970353276d #%53e99c58b7602d9702506aeb
"#*Learning to match ontologies on the Semantic Web #@AnHai Doan, Jayant Madhavan, Robin Dhamankar, Pedro Domingos, Alon Halevy #t2003 #cThe VLDB Journal — The International Journal on Very Large Data Bases #index5390958a20f70186a0df0136 #%53909f6920f70186a0e3a995 #%53909f6920f70186a0e3a996 #%539087ae20f70186a0d4d1c7 #%5390a6b120f70186a0e84510 #%539087e720f70186a0d68eac #%539087e720f70186a0d69667 #%5390881220f70186a0d7d658 #%5390881220f70186a0d7e323 #%5390881220f70186a0d7e321 #%5390881820f70186a0d81a98 #%5390882420f70186a0d88366 #%539089d320f70186a0d9b359 #%539089d320f70186a0d9b35e #%539089d320f70186a0d9b35f #%53908a5820f70186a0da0f95 #%53908a7420f70186a0da45c5 #%53908a9620f70186a0da472c #%53908a9620f70186a0da492b #%53908a9720f70186a0da68e4 #%53908adf20f70186a0dad34f #%53908af920f70186a0db06df #%53908b0220f70186a0db0fae #%53908b4920f70186a0dbb0b1 #%53908cde20f70186a0dce3a9 #%53908dff20f70186a0dd3efc #%5390956e20f70186a0decf4b #%539095ba20f70186a0df0dfa #!On the Semantic Web, data will inevitably come from many different ontologies, and information processing across ontologies is not possible without knowing the semantic mappings between them. Manually finding such mappings is tedious, error-prone, and clearly not possible on the Web scale. Hence the development of tools to assist in the ontology mapping process is crucial to the success of the Semantic Web. We describe GLUE, a system that employs machine learning techniques to find such mappings. Given two ontologies, for each concept in one ontology GLUE finds the most similar concept in the other ontology. We give well-founded probabilistic definitions to several practical similarity measures and show that GLUE can work with all of them. Another key feature of GLUE is that it uses multiple learning strategies, each of which exploits well a different type of information either in the data instances or in the taxonomic structure of the ontologies. To further improve matching accuracy, we extend GLUE to incorporate commonsense knowledge and domain constraints into the matching process. Our approach is thus distinguished in that it works with a variety of well-defined similarity notions and that it efficiently incorporates multiple types of knowledge. We describe a set of experiments on several real-world domains and show that GLUE proposes highly accurate semantic mappings. Finally, we extend GLUE to find complex mappings between ontologies and describe experiments that show the promise of the approach."	#*Learning to match ontologies on the Semantic Web. #@AnHai Doan, Jayant Madhavan, Robin Dhamankar, Pedro Domingos, Alon Y. Halevy #t2003 #cVLDB J. #index53e9acfeb7602d97036deb3f #%53e9a178b7602d9702a6b276 #%53e9a894b7602d97031e356c #%53e9a6d0b7602d9703007559 #%53e997b9b7602d9701f9d968 #%53e9aeddb7602d970390969d #%53e99f4fb7602d9702820a8a #%53e9aad2b7602d97034529c3 #%53e99cfdb7602d97025b523a #%53e9bc8eb7602d970490c761 #%53e9b4d4b7602d9703ff2ce5 #%53e9a9beb7602d970331c113 #%53e9bacfb7602d97046fc4fa #%53e9b381b7602d9703e60143 #%53e9b641b7602d970419afab #%53e99ad7b7602d97023581e3 #%53e9a609b7602d9702f35f7e #%53e9b41bb7602d9703f15913 #%53e9bd45b7602d97049d1e95 #%53e9b7cdb7602d970437ccde #%53e99a97b7602d970230c79e
"#*A performance study of four index structures for set-valued attributes of low cardinality #@Sven Helmer, Guido Moerkotte #t2003 #cThe VLDB Journal — The International Journal on Very Large Data Bases #index5390958a20f70186a0def8e7 #%539087a120f70186a0d46857 #%539087af20f70186a0d4ecba #%539087be20f70186a0d51fe7 #%539087c720f70186a0d56956 #%539087c720f70186a0d56953 #%539087d920f70186a0d5ff73 #%539087d920f70186a0d604eb #%539087d920f70186a0d60d97 #%539087dd20f70186a0d64444 #%539087e120f70186a0d66407 #%539087e720f70186a0d69b02 #%539087f820f70186a0d7286a #%539087f820f70186a0d72cd2 #%5390880720f70186a0d7a662 #%5390880d20f70186a0d7b5e9 #%5390882720f70186a0d898ff #%5390882720f70186a0d8a08a #%539089ab20f70186a0d96ba4 #%539089d220f70186a0d9a880 #%53908a5720f70186a0d9fbde #%53908a9620f70186a0da4c2f #%53908a9620f70186a0da4edd #%53908b2a20f70186a0db94a6 #!Abstract.The efficient retrieval of data items on set-valued attributes is an important research topic that has attracted little attention so far. We studied and modified four index structures (sequential signature files, signature trees, extendible signature hashing, and inverted files) for a fast retrieval of sets with low cardinality. We compared the index structures by implementing them and subjecting them to extensive experiments, investigating the influence of query set size, database size, domain size, and data distribution (synthetic and real). The results of the experiments clearly indicate that inverted files exhibit the best overall behavior of all tested index structures."	#*A performance study of four index structures for set-valued attributes of low cardinality. #@Sven Helmer, Guido Moerkotte #t2003 #cVLDB J. #index53e9b7e8b7602d970439810b #%53e9abb2b7602d970355c6b3 #%53e9b6d0b7602d970425c305 #%53e99a6db7602d97022d9cee #%53e99a62b7602d97022ce55c #%53e99e5bb7602d9702722274 #%53e9a2a4b7602d9702ba905a #%53e9a9e6b7602d97033483c7 #%53e9ab89b7602d970353389a #%53e9bcb3b7602d97049354af #%53e9a4b2b7602d9702dd1eab #%53e9b512b7602d9704046062 #%53e9b917b7602d97044fe9d0 #%53e9a464b7602d9702d8183b #%53e9b46ab7602d9703f6d673 #%53e9a6edb7602d97030248c3 #%53e9b1ffb7602d9703c98cad #%53e9b2e0b7602d9703d95b83
"#*POESIA: An ontological workflow approach for composing Web services in agriculture #@Renato Fileto, Ling Liu, Calton Pu, Eduardo Delgado Assad, Claudia Bauzer Medeiros #t2003 #cThe VLDB Journal — The International Journal on Very Large Data Bases #index5390958a20f70186a0df0139 #%539087c320f70186a0d55bb8 #%539087d420f70186a0d5fd1d #%539089bb20f70186a0d99893 #%539089d320f70186a0d9b35d #%539089d320f70186a0d9c215 #%53908a4020f70186a0d9db63 #%53908a9720f70186a0da6855 #%53908ae020f70186a0dad657 #%53908ae020f70186a0dae0bb #%53908ae020f70186a0dae0bf #%53908b2a20f70186a0db8d4f #%53908b9320f70186a0dc1090 #!This paper describes the POESIA approach to systematic composition of Web services. This pragmatic approach is strongly centered in the use of domain-specific multidimensional ontologies. Inspired by applications needs and founded on ontologies, workflows, and activity models, POESIA provides well-defined operations (aggregation, specialization, and instantiation) to support the composition of Web services. POESIA complements current proposals for Web services definition and composition by providing a higher degree of abstraction with verifiable consistency properties. We illustrate the POESIA approach using a concrete application scenario in agroenvironmental planning."	#*POESIA: An ontological workflow approach for composing Web services in agriculture. #@Renato Fileto, Ling Liu, Calton Pu, Eduardo Delgado Assad, Claudia Bauzer Medeiros #t2003 #cVLDB J. #index53e9af33b7602d970396e7e2 #%53e99ed8b7602d97027a229c #%53e9b8dbb7602d97044bea8d #%53e99822b7602d9702042283 #%53e99d96b7602d9702655648 #%53e9bbf0b7602d9704847d2e #%53e9a8a3b7602d97031f08ec #%53e9a797b7602d97030d31fe #%53e9b891b7602d9704465563 #%53e9be28b7602d9704ae2c50 #%53e99dbfb7602d970267fb6e
"#*Composing Web services on the Semantic Web #@Brahim Medjahed, Athman Bouguettaya, Ahmed K. Elmagarmid #t2003 #cThe VLDB Journal — The International Journal on Very Large Data Bases #index5390958a20f70186a0df0138 #%53909ee020f70186a0e32b9c #%539087ef20f70186a0d6c714 #%539087f320f70186a0d70a28 #%5390881820f70186a0d81a5f #%5390893e20f70186a0d93092 #%539089bb20f70186a0d9980a #%539089d320f70186a0d9b35d #%539089d320f70186a0d9c215 #%53908a4020f70186a0d9db65 #%53908a9620f70186a0da49cd #%53908ae020f70186a0dae0bb #%53908af920f70186a0daf656 #%53908b4920f70186a0dbc44e #%53908b4920f70186a0dbc50b #%53908d6620f70186a0dd2f88 #!Service composition is gaining momentum as the potential silver bullet for the envisioned Semantic Web. It purports to take the Web to unexplored efficiencies and provide a flexible approach for promoting all types of activities in tomorrow’s Web. Applications expected to heavily take advantage of Web service composition include B2B E-commerce and E-government. To date, enabling composite services has largely been an ad hoc, time-consuming, and error-prone process involving repetitive low-level programming. In this paper, we propose an ontology-based framework for the automatic composition of Web services. We present a technique to generate composite services from high-level declarative descriptions. We define formal safeguards for meaningful composition through the use of composability rules. These rules compare the syntactic and semantic features of Web services to determine whether two services are composable. We provide an implementation using an E-government application offering customized services to indigent citizens. Finally, we present an exhaustive performance experiment to assess the scalability of our approach."	#*Composing Web services on the Semantic Web. #@Brahim Medjahed, Athman Bouguettaya, Ahmed K. Elmagarmid #t2003 #cVLDB J. #index53e9af2db7602d9703969dc1 #%53e9998bb7602d97021cc2d6 #%53e9ad26b7602d97037064b7 #%53e9aed7b7602d9703900f63 #%53e9b2c6b7602d9703d717fc #%53e99822b7602d9702042283 #%53e99d96b7602d9702655648 #%53e9ad3bb7602d970371dbb4 #%53e9ba49b7602d970465bc70 #%53e9b891b7602d9704465563 #%53e9ac9bb7602d9703674720 #%53e9b833b7602d97043ecb84 #%53e9be3cb7602d9704afa2b1 #%53e9ac19b7602d97035df9bb #%53e9a6aeb7602d9702fe4754
"#*Exploring the tradeoff between performance and data freshness in database-driven Web servers #@Alexandros Labrinidis, Nick Roussopoulos #t2004 #cThe VLDB Journal — The International Journal on Very Large Data Bases #index5390975920f70186a0dfe098 #%5390878a20f70186a0d378db #%5390878a20f70186a0d37aa3 #%539087f320f70186a0d6f87a #%539087f320f70186a0d70cf9 #%539087f820f70186a0d72b8c #%5390880220f70186a0d75f0e #%5390881220f70186a0d7e307 #%5390882d20f70186a0d8daa8 #%5390882d20f70186a0d8daaa #%5390882d20f70186a0d8daf5 #%5390882d20f70186a0d8dad7 #%53908a5720f70186a0da0add #%53908a9620f70186a0da4880 #%53908a9620f70186a0da49d6 #%53908a9620f70186a0da49d8 #%53908b2a20f70186a0db9745 #%53908d6520f70186a0dd1a34 #%53908d6520f70186a0dd1a33 #%539095ba20f70186a0df0ebf #%5390962020f70186a0df4ce6 #%53909ee020f70186a0e32b9b #%53909eef20f70186a0e365a6 #%53909f6920f70186a0e3a98f #%53909f6920f70186a0e3a975 #%53909f8c20f70186a0e3fe5f #%53909f8c20f70186a0e3fe28 #%53909f6920f70186a0e3a9a2 #!Personalization, advertising, and the sheer volume of online data generate a staggering amount of dynamic Web content. In addition to Web caching, view materialization has been shown to accelerate the generation of dynamic Web content. View materialization is an attractive solution as it decouples the serving of access requests from the handling of updates. In the context of the Web, selecting which views to materialize must be decided online and needs to consider both performance and data freshness, which we refer to as the online view selection problem. In this paper, we define data freshness metrics, provide an adaptive algorithm for the online view selection problem that is based on user-specified data freshness requirements, and present experimental results. Furthermore, we examine alternative metrics for data freshness and extend our proposed algorithm to handle multiple users and alternative definitions of data freshness."	#*Exploring the tradeoff between performance and data freshness in database-driven Web servers. #@Alexandros Labrinidis, Nick Roussopoulos #t2004 #cVLDB J. #index53e9a101b7602d97029ec4b7 #%53e9a034b7602d9702915ca8 #%53e99a0fb7602d97022625a7 #%53e9ab07b7602d9703487d76 #%53e9a1fbb7602d9702afe063 #%53e99b10b7602d97023a4b41 #%53e9aa6eb7602d97033e4c54 #%53e9b7adb7602d97043554b1 #%53e99f0ab7602d97027d994b #%53e9bcfdb7602d9704986a68 #%53e9b867b7602d97044340d8 #%53e9b4c3b7602d9703fdc042 #%53e9a401b7602d9702d1ad80 #%53e9a5a8b7602d9702ed2d71 #%53e9b9a0b7602d9704591337 #%53e9a8a2b7602d97031ee959 #%53e9b2b2b7602d9703d5df13 #%53e9b430b7602d9703f2ac9c #%53e9a1a1b7602d9702a963ef #%53e9bc9eb7602d970491e13e
"#*Tracking set-expression cardinalities over continuous update streams #@Sumit Ganguly, Minos Garofalakis, Rajeev Rastogi #t2004 #cThe VLDB Journal — The International Journal on Very Large Data Bases #index5390979920f70186a0e00cd5 #%5390877920f70186a0d2d58e #%5390879520f70186a0d3dd5f #%539087aa20f70186a0d4ad42 #%539087aa20f70186a0d4b603 #%539087cf20f70186a0d5b310 #%539087d920f70186a0d60eb6 #%539087e120f70186a0d66ce3 #%539087e720f70186a0d6805b #%539087e720f70186a0d69813 #%539087f320f70186a0d6f78f #%539087f820f70186a0d71a06 #%539087fe20f70186a0d75e4d #%539087fe20f70186a0d75e52 #%5390881220f70186a0d7e2e8 #%5390881220f70186a0d7ed5f #%5390882d20f70186a0d8daa7 #%5390882d20f70186a0d8dac6 #%53908a9620f70186a0da49d0 #%53908a9620f70186a0da49cb #%53908a9620f70186a0da491a #%53908a9620f70186a0da4d7b #%53908aac20f70186a0da791c #%53908ae020f70186a0dae2c8 #%53908b9320f70186a0dc079b #%53908b9320f70186a0dc07e3 #%53908d6520f70186a0dd1a0b #%53909f6920f70186a0e3a980 #%53909f6920f70186a0e3a989 #!There is growing interest in algorithms for processing and querying continuous data streams (i.e., data seen only once in a fixed order) with limited memory resources. In its most general form, a data stream is actually an update stream, i.e., comprising data-item deletions as well as insertions. Such massive update streams arise naturally in several application domains (e.g., monitoring of large IP network installations or processing of retail-chain transactions). Estimating the cardinality of set expressions defined over several (possibly distributed) update streams is perhaps one of the most fundamental query classes of interest; as an example, such a query may ask “what is the number of distinct IP source addresses seen in passing packets from both router R1 and R 2 but not router R3?”. Earlier work only addressed very restricted forms of this problem, focusing solely on the special case of insert-only streams and specific operators (e.g., union). In this paper, we propose the first space-efficient algorithmic solution for estimating the cardinality of full-fledged set expressions over general update streams. Our estimation algorithms are probabilistic in nature and rely on a novel, hash-based synopsis data structure, termed ”2-level hash sketch”. We demonstrate how our 2-level hash sketch synopses can be used to provide low-error, high-confidence estimates for the cardinality of set expressions (including operators such as set union, intersection, and difference) over continuous update streams, using only space that is significantly sublinear in the sizes of the streaming input (multi-)sets. Furthermore, our estimators never require rescanning or resampling of past stream items, regardless of the number of deletions in the stream. We also present lower bounds for the problem, demonstrating that the space usage of our estimation algorithms is within small factors of the optimal. Finally, we propose an optimized, time-efficient stream synopsis (based on 2-level hash sketches) that provides similar, strong accuracy-space guarantees while requiring only guaranteed logarithmic maintenance time per update, thus making our methods applicable for truly rapid-rate data streams. Our results from an empirical study of our synopsis and estimation techniques verify the effectiveness of our approach."	#*Tracking set-expression cardinalities over continuous update streams. #@Sumit Ganguly, Minos N. Garofalakis, Rajeev Rastogi #t2004 #cVLDB J. #index53e9ace2b7602d97036c0862 #%53e9bba8b7602d97047f490b #%53e997f4b7602d9701ff7484 #%53e9b63bb7602d97041988c6 #%53e9bbfbb7602d97048592f1 #%53e997c6b7602d9701fb8204 #%53e9abb1b7602d970355bf0d #%53e997a6b7602d9701f7968b #%53e9a533b7602d9702e58b57 #%53e9a4fab7602d9702e18c46 #%53e9bc1bb7602d9704885f8f #%53e9a8b0b7602d97031ffb3b #%53e9b4c3b7602d9703fe0fae #%53e9a863b7602d97031b0957 #%53e9a1e7b7602d9702ae8562 #%53e9bbd4b7602d9704821919 #%53e998f6b7602d9702131cea #%53e99fd0b7602d97028a969e #%53e9a824b7602d9703169bd6 #%53e9b9c7b7602d97045bd736 #%53e99d73b7602d970262b64e #%53e9a7c0b7602d97030fbea0 #%53e9aa24b7602d9703393716
"#*Best papers of VLDB 2003 #@Johann-Christoph Freytag, Serge Abiteboul, Mike Carey #t2004 #cThe VLDB Journal — The International Journal on Very Large Data Bases #index5390975920f70186a0dfe096"	#*Best papers of VLDB 2003. #@Johann Christoph Freytag, Serge Abiteboul, Michael J. Carey #t2004 #cVLDB J. #index53e9aaa3b7602d970341c212
"#*The BEA streaming XQuery processor #@Daniela Florescu, Chris Hillery, Donald Kossmann, Paul Lucas, Fabio Riccardi, Till Westmann, J. Carey, Arvind Sundararajan #t2004 #cThe VLDB Journal — The International Journal on Very Large Data Bases #index5390979920f70186a0dff268 #!This paper describes the design, implementation, and performance characteristics of a commercial XQuery processing engine, the BEA streaming XQuery processor. This XQuery engine was designed to provide high performance for message-processing applications, i.e., for transforming XML data streams. The engine is a central component of the 8.1 release of BEA’s WebLogic Integration (WLI) product. The BEA XQuery engine is fully compliant with the August 2002 draft of the W3C XML Query Language specification and we are currently porting it to the latest version of the XQuery language (July 2004). A goal of this paper is to describe how a fully compliant yet efficient XQuery engine has been built from a few relatively simple components and well-understood technologies."	#*The BEA streaming XQuery processor. #@Daniela Florescu, Chris Hillery, Donald Kossmann, Paul Lucas, Fabio Riccardi, Till Westmann, Michael J. Carey, Arvind Sundararajan #t2004 #cVLDB J. #index53e9b59ab7602d97040dd25b
"#*Operator scheduling in data stream systems #@Brian Babcock, Shivnath Babu, Mayur Datar, Rajeev Motwani, Dilys Thomas #t2004 #cThe VLDB Journal — The International Journal on Very Large Data Bases #index5390979920f70186a0e00cd2 #%5390972920f70186a0dfaca9 #%5390972920f70186a0dfacaa #%5390877920f70186a0d2cca7 #%5390878320f70186a0d33912 #%539087a520f70186a0d48fef #%539087be20f70186a0d51fe9 #%539087c320f70186a0d53d03 #%539087cb20f70186a0d5a690 #%539087cb20f70186a0d5a8f7 #%539087e720f70186a0d69656 #%539087e720f70186a0d69658 #%539087eb20f70186a0d6c219 #%539087eb20f70186a0d6c21a #%539087ef20f70186a0d6d470 #%539087f320f70186a0d6f874 #%539087f820f70186a0d72d62 #%5390880220f70186a0d75f04 #%5390880720f70186a0d78755 #%5390881720f70186a0d7fd18 #%5390882420f70186a0d89091 #%5390882d20f70186a0d8daa5 #%5390882d20f70186a0d8daa6 #%539089ab20f70186a0d9705f #%53908a5720f70186a0da023f #%53908a7420f70186a0da4660 #%53908a9620f70186a0da4928 #%53908a9620f70186a0da4a66 #%53908a9620f70186a0da4e3d #%53908b4920f70186a0dbc3db #%53908d6520f70186a0dd19f8 #%53908d6520f70186a0dd1a2d #%53908d6520f70186a0dd1a0a #%5390962020f70186a0df4ce4 #%5390962020f70186a0df5c5d #%53909f6920f70186a0e3a9b6 #%53909f6920f70186a0e3a974 #%53909f6920f70186a0e3a975 #%53909f8c20f70186a0e3fe3d #%53909f8c20f70186a0e3fe69 #%53908b4920f70186a0dbc917 #!In many applications involving continuous data streams, data arrival is bursty and data rate fluctuates over time. Systems that seek to give rapid or real-time query responses in such an environment must be prepared to deal gracefully with bursts in data arrival without compromising system performance. We discuss one strategy for processing bursty streams - adaptive, load-aware scheduling of query operators to minimize resource consumption during times of peak load. We show that the choice of an operator scheduling strategy can have significant impact on the runtime system memory usage as well as output latency. Our aim is to design a scheduling strategy that minimizes the maximum runtime system memory while maintaining the output latency within prespecified bounds. We first present Chain scheduling, an operator scheduling strategy for data stream systems that is near-optimal in minimizing runtime memory usage for any collection of single-stream queries involving selections, projections, and foreign-key joins with stored relations. Chain scheduling also performs well for queries with sliding-window joins over multiple streams and multiple queries of the above types. However, during bursts in input streams, when there is a buildup of unprocessed tuples, Chain scheduling may lead to high output latency. We study the online problem of minimizing maximum runtime memory, subject to a constraint on maximum latency. We present preliminary observations, negative results, and heuristics for this problem. A thorough experimental evaluation is provided where we demonstrate the potential benefits of Chain scheduling and its different variants, compare it with competing scheduling strategies, and validate our analytical conclusions."	#*Operator scheduling in data stream systems. #@Brian Babcock, Shivnath Babu, Mayur Datar, Rajeev Motwani, Dilys Thomas #t2004 #cVLDB J. #index53e9b02fb7602d9703a8a898 #%53e9a138b7602d9702a2a721 #%53e9a108b7602d97029f384f #%53e9b024b7602d9703a82271 #%53e9b7f5b7602d97043a9a29 #%53e9a620b7602d9702f50815 #%53e9a301b7602d9702c0e0a6 #%53e9ac21b7602d97035e03a8 #%53e9ab4fb7602d97034e2188 #%53e9b607b7602d970415da68 #%53e9a7f1b7602d9703132dca #%53e9aa57b7602d97033c7c24 #%53e9ac4eb7602d970361effd #%53e9ab1ab7602d97034a2a24 #%53e9bb43b7602d970477f997 #%53e9adc7b7602d97037cb4a3 #%53e9a8ccb7602d970321a81d #%53e9b917b7602d9704500623 #%53e99d80b7602d970263ad7d #%53e9acfeb7602d97036df583 #%53e99f2db7602d97027f8653 #%53e9aeb7b7602d97038e0601 #%53e9ac7bb7602d97036509bd #%53e9a9a2b7602d97033030d8 #%53e99b0ab7602d970239bda1 #%53e9b444b7602d9703f420f1 #%53e9a145b7602d9702a367b8 #%53e9a96cb7602d97032c4567
"#*Guest Editorial to the special issue on data stream processing #@Johannes Gehrke, M. Hellerstein #t2004 #cThe VLDB Journal — The International Journal on Very Large Data Bases #index5390979920f70186a0e00cd7"	#*Guest Editorial to the special issue on data stream processing. #@Johannes Gehrke, Joseph M. Hellerstein #t2004 #cVLDB J. #index53e9aa3ab7602d97033a483b
